1, 0.03, -0.04, 0, -1.15375728914242e-5, -6.92920074771354e-5, -4.51151743977121e-4
2, 0.03, -0.03, 0, -1.0613180404082e-5, -6.77238006636907e-5, -4.47973394605686e-4
3, 0.03, -0.02, 0, -9.9517140946409e-6, -6.66013979596224e-5, -4.45698474272045e-4
4, 0.03, -0.01, 0, -9.55435793911132e-6, -6.59269693055592e-5, -4.44348774487706e-4
5, 0.03, -3.46944695195361e-18, 0, -9.42182621906012e-6, -6.57019837057158e-5, -4.43902433302041e-4
6, 0.03, 0.01, 0, -9.55435793557737e-6, -6.592696950841e-5, -4.44348819738849e-4
7, 0.03, 0.02, 0, -9.95171412786007e-6, -6.66013978302785e-5, -4.45698086581936e-4
8, 0.03, 0.03, 0, -1.06131804493167e-5, -6.77238019804544e-5, -4.47972336532442e-4
9, 0.03, 0.04, 0, -1.15375730193534e-5, -6.92920108195814e-5, -4.51148167414691e-4
10, 0.03375, -0.04, 0, -9.24426535377353e-6, -7.94843548123013e-5, -4.28646177634814e-4
11, 0.03375, -0.03, 0, -8.27794086380386e-6, -7.83343538138874e-5, -4.35189067435546e-4
12, 0.03375, -0.02, 0, -7.58667687613743e-6, -7.75110031135065e-5, -4.39773219310563e-4
13, 0.03375, -0.01, 0, -7.17150633306832e-6, -7.70161979027102e-5, -4.42445164948596e-4
14, 0.03375, -3.46944695195361e-18, 0, -7.03304754046392e-6, -7.6851130735411e-5, -4.43318374775825e-4
15, 0.03375, 0.01, 0, -7.17150632670721e-6, -7.7016197928155e-5, -4.42445164802988e-4
16, 0.03375, 0.02, 0, -7.58667688744608e-6, -7.75110028491638e-5, -4.39773286320997e-4
17, 0.03375, 0.03, 0, -8.27794087652609e-6, -7.83343540895389e-5, -4.35189086790191e-4
18, 0.03375, 0.04, 0, -9.2442653876995e-6, -7.94843570655757e-5, -4.28646111559642e-4
19, 0.0375, -0.04, 0, -7.6672396445606e-6, -1.12506633741711e-4, -1.03117259177163e-4
20, 0.0375, -0.03, 0, -6.67084824174002e-6, -1.03772939189976e-4, -4.41930096590477e-4
21, 0.0375, -0.02, 0, -5.95817999925534e-6, -9.75926876989352e-5, -4.56726660899432e-4
22, 0.0375, -0.01, 0, -5.53020938632337e-6, -9.39000130390843e-5, -4.44437653616543e-4
23, 0.0375, -3.46944695195361e-18, 0, -5.38749196274913e-6, -9.26707978515367e-5, -4.39456148949104e-4
24, 0.0375, 0.01, 0, -5.53020937996226e-6, -9.39000144222926e-5, -4.44436587895179e-4
25, 0.0375, 0.02, 0, -5.9581800020825e-6, -9.75926903635741e-5, -4.56723675364324e-4
26, 0.0375, 0.03, 0, -6.6708482431536e-6, -1.03772938216004e-4, -4.41932384944968e-4
27, 0.0375, 0.04, 0, -7.6672395986192e-6, -1.12506660779024e-4, -1.02959001928224e-4
28, 0.04125, -0.04, 0, -6.78004065908869e-6, -1.48929405717944e-4, -4.24130959227136e-4
29, 0.04125, -0.03, 0, -5.76302598205708e-6, -1.44718189539556e-4, -4.14304530148113e-4
30, 0.04125, -0.02, 0, -5.03582938385578e-6, -1.41726434245446e-4, -4.08430341868187e-4
31, 0.04125, -0.01, 0, -4.59920857810383e-6, -1.39937838104444e-4, -4.05605882009249e-4
32, 0.04125, -3.46944695195361e-18, 0, -4.45361787654697e-6, -1.39342708648335e-4, -4.04780648893557e-4
33, 0.04125, 0.01, 0, -4.59920857386309e-6, -1.39937838137664e-4, -4.05605834984933e-4
34, 0.04125, 0.02, 0, -5.03582938526936e-6, -1.4172643408288e-4, -4.08430327276279e-4
35, 0.04125, 0.03, 0, -5.76302597074843e-6, -1.44718189997566e-4, -4.14306332494202e-4
36, 0.04125, 0.04, 0, -6.78004064990041e-6, -1.48929405811243e-4, -4.24131657079549e-4
37, 0.045, -0.04, 0, -6.56116972533507e-6, -3.68513180148308e-4, -2.0296888279696e-4
38, 0.045, -0.03, 0, -5.53168948558832e-6, -3.65085052075099e-4, -1.99996311860113e-4
39, 0.045, -0.02, 0, -4.79570776705306e-6, -3.62662574362228e-4, -1.97864996763704e-4
40, 0.045, -0.01, 0, -4.35386331176026e-6, -3.61219499941409e-4, -1.96583473010018e-4
41, 0.045, -3.46944695195361e-18, 0, -4.20653926184261e-6, -3.60740206408841e-4, -1.96155872054798e-4
42, 0.045, 0.01, 0, -4.35386331176026e-6, -3.612194998474e-4, -1.96583473118867e-4
43, 0.045, 0.02, 0, -4.79570776917344e-6, -3.62662574371417e-4, -1.97864995705606e-4
