1, 0.03, -0.03, 0, 0.830719616671619
2, 0.03, -0.02, 0, 0.830509418206212
3, 0.03, -0.01, 0, 0.830383265742235
4, 0.03, 3.46944695195361e-18, 0, 0.830341209354805
5, 0.03, 0.01, 0, 0.830383265742235
6, 0.03, 0.02, 0, 0.830509418206214
7, 0.03, 0.03, 0, 0.830719616671613
8, 0.0325, -0.03, 0, 0.828951421515377
9, 0.0325, -0.02, 0, 0.828740106009036
10, 0.0325, -0.01, 0, 0.828613283383213
11, 0.0325, 3.46944695195361e-18, 0, 0.828571003619047
12, 0.0325, 0.01, 0, 0.828613283383211
13, 0.0325, 0.02, 0, 0.828740106009036
14, 0.0325, 0.03, 0, 0.828951421515378
15, 0.035, -0.03, 0, 0.827156641929252
16, 0.035, -0.02, 0, 0.826944261571477
17, 0.035, -0.01, 0, 0.826816800098994
18, 0.035, 3.46944695195361e-18, 0, 0.826774307396639
19, 0.035, 0.01, 0, 0.826816800098993
20, 0.035, 0.02, 0, 0.826944261571476
21, 0.035, 0.03, 0, 0.827156641929251
22, 0.0375, -0.03, 0, 0.825339691340502
23, 0.0375, -0.02, 0, 0.825126291418143
24, 0.0375, -0.01, 0, 0.824998218264599
25, 0.0375, 3.46944695195361e-18, 0, 0.824955521678183
26, 0.0375, 0.01, 0, 0.824998218264598
27, 0.0375, 0.02, 0, 0.825126291418142
28, 0.0375, 0.03, 0, 0.825339691340506
29, 0.04, -0.03, 0, 0.823504091326949
30, 0.04, -0.02, 0, 0.823289711005559
31, 0.04, -0.01, 0, 0.823161049658052
32, 0.04, 3.46944695195361e-18, 0, 0.82311815701459
33, 0.04, 0.01, 0, 0.823161049658048
34, 0.04, 0.02, 0, 0.823289711005558
35, 0.04, 0.03, 0, 0.823504091326951
36, 0.0425, -0.03, 0, 0.821652676205008
37, 0.0425, -0.02, 0, 0.821437349298647
38, 0.0425, -0.01, 0, 0.821308120033511
39, 0.0425, 3.46944695195361e-18, 0, 0.821265038089695
40, 0.0425, 0.01, 0, 0.821308120033512
41, 0.0425, 0.02, 0, 0.821437349298648
42, 0.0425, 0.03, 0, 0.821652676205006
43, 0.045, -0.03, 0, 0.819787746690653
44, 0.045, -0.02, 0, 0.819571502360041
45, 0.045, -0.01, 0, 0.819441722658671
46, 0.045, 3.46944695195361e-18, 0, 0.819398457239221
47, 0.045, 0.01, 0, 0.819441722658671
48, 0.045, 0.02, 0, 0.819571502360041
49, 0.045, 0.03, 0, 0.819787746690653
50, 0.0475, -0.03, 0, 0.817911184521317
51, 0.0475, -0.02, 0, 0.81769404786498
52, 0.0475, -0.01, 0, 0.817563732769823
53, 0.0475, 3.46944695195361e-18, 0, 0.817520288885999
54, 0.0475, 0.01, 0, 0.817563732769823
55, 0.0475, 0.02, 0, 0.817694047864978
56, 0.0475, 0.03, 0, 0.817911184521317
57, 0.05, -0.03, 0, 0.81602454205314
58, 0.05, -0.02, 0, 0.8158065347288
59, 0.05, -0.01, 0, 0.815675697220505
60, 0.05, 3.46944695195361e-18, 0, 0.815632079196837
61, 0.05, 0.01, 0, 0.815675697220504
62, 0.05, 0.02, 0, 0.815806534728799
63, 0.05, 0.03, 0, 0.81602454205314
64, 0.0525, -0.03, 0, 0.81412910824108
65, 0.0525, -0.02, 0, 0.813910248874507
66, 0.0525, -0.01, 0, 0.813778900112912
67, 0.0525, 3.46944695195361e-18, 0, 0.813735111666819
68, 0.0525, 0.01, 0, 0.81377890011291
69, 0.0525, 0.02, 0, 0.813910248874507
70, 0.0525, 0.03, 0, 0.814129108241079
71, 0.055, -0.03, 0, 0.812225960542781
72, 0.055, -0.02, 0, 0.812006265150566
73, 0.055, -0.01, 0, 0.811874414730707
74, 0.055, 3.46944695195361e-18, 0, 0.811830459058035
75, 0.055, 0.01, 0, 0.811874414730707
76, 0.055, 0.02, 0, 0.812006265150567
77, 0.055, 0.03, 0, 0.812225960542782
78, 0.0575, -0.03, 0, 0.810316005892177
79, 0.0575, -0.02, 0, 0.810095488233191
80, 0.0575, -0.01, 0, 0.809963144396813
81, 0.0575, 3.46944695195361e-18, 0, 0.809919024242461
82, 0.0575, 0.01, 0, 0.809963144396813
83, 0.0575, 0.02, 0, 0.810095488233191
84, 0.0575, 0.03, 0, 0.810316005892177
85, 0.06, -0.03, 0, 0.808400012082013
86, 0.06, -0.02, 0, 0.808178683909938
87, 0.06, -0.01, 0, 0.808045853695826
88, 0.06, 3.46944695195361e-18, 0, 0.808001571403942
89, 0.06, 0.01, 0, 0.808045853695826
90, 0.06, 0.02, 0, 0.808178683909938
91, 0.06, 0.03, 0, 0.808400012082014
